Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
TTC26	7	139133744	139191986
			
	8	6403551	6407142
			
MCPH1	8	6406592	6648508
			
HMGN2P40	15	68254549	68254939
			
	15	68267792	68277994
			
RNU6-1108P	15	44927600	44927703
			
RNU6-1332P	15	44962830	44962933
			
RNU6-966P	15	44973558	44973661
			
RNU1-78P	15	45002864	45003028
			
	15	44914802	44930622
			
	15	44919376	44920820
			
QTRT1	19	10701430	10713437
			
TERB2	15	44956687	44979229
			
	8	6473845	6474288
			
	1	208106102	208107655
			
ANGPT2	8	6499632	6563409
			
	1	212297448	212299579
			
RPL10AP5	1	242365189	242365822
			
SEPTIN14P17	1	227980051	227980227
			
PCDHAC1	5	140926299	141012347
			
SMG7	1	183472216	183598246
			
	15	44970035	44971178
			
INSYN1	15	73735458	73753351
			
EXD1	15	41182725	41230757
			
ZGRF1	4	112539333	112636995
			
H3Y2	5	17490967	17492076
			
OTP	5	77628712	77638713
			
CHD1	5	98853985	98929007
			
MIR638	19	10718404	10718503
			
MIR4748	19	10780254	10780335
			
MIR199A1	19	10817426	10817496
			
MIR6793	19	10828973	10829035
			
	17	10579040	10623036
			
TMED1	19	10832067	10836318
			
	11	47513605	47514889
			
RN7SL652P	11	47557534	47557833
			
MYH3	17	10628526	10657309
			
NDUFS3	11	47565336	47584562
			
NIPA2	15	22838644	22869362
			
C19orf38	19	10836575	10869790
			
HIKESHIP2	19	10841839	10842250
			
	8	6572571	6576219
			
	8	6615604	6617198
			
MCPH1-AS1	8	6617310	6708224
			
ZNF331	19	53519527	53580269
			
FOXN4	12	109277978	109309284
			
MIR8055	8	6622124	6622220
			
AGPAT5	8	6708642	6761503
			
	3	9812762	9813097
			
PTPMT1	11	47565430	47573461
			
RPUSD3	3	9837849	9844602
			
PRDM5	4	120684919	120922870
			
MYO1H	12	109347903	109455523
			
KBTBD4	11	47572197	47578976
			
MIR4659A	8	6745164	6745244
			
MIR4659B	8	6745168	6745240
			
	7	139172516	139174266
			
	7	139198557	139199142
			
	7	139227537	139227828
			
MZT1P2	7	139228221	139228605
			
HNRNPF	10	43385617	43409186
			
UBN2	7	139230356	139308236
			
C6	5	41142116	41261438
			
	17	10658542	10659082
			
LINC01486	12	109354083	109359488
			
	12	109445410	109447497
			
SCO1	17	10672474	10698375
			
KCTD10	12	109448655	109477359
			
PLA2G4B	15	41837775	41848147
			
RNU5E-10P	11	47576471	47576588
			
	11	47577725	47578277
			
FAM180B	11	47586678	47589194
			
C1QTNF4	11	47589667	47594411
			
SFMBT2	10	7158624	7411488
			
MTCH2	11	47617315	47642607
			
RNU6-206P	7	139315291	139315394
			
	17	10680734	10683988
			
RNU7-154P	7	122081720	122081781
			
	7	122144405	122219277
			
ADPRM	17	10697594	10711558
			
	7	122159300	122162243
			
CCPG1	15	55340032	55408510
			
	7	122234531	122234903
			
JAGN1	3	9890574	9894349
			
TMEM220	17	10699015	10730023
			
FEZF1	7	122301303	122310691
			
IL17RE	3	9902612	9916402
			
FEZF1-AS1	7	122303658	122310119
			
	2	215804731	215804981
			
AASS	7	122064583	122144308
			
KDM3AP1	2	189486480	189487992
			
MAGOH2P	17	10716002	10716511
			
SNED1-AS1	2	241015599	241064116
			
TMEM220-AS1	17	10729777	10815164
			
WDR43	2	28894667	28948219
			
PCDH18	4	137518918	137532494
			
UBE3B	12	109477402	109536705
			
	17	10729777	10880895
			
	17	10741257	10769089
			
	17	10745553	10746543
			
AGBL2	11	47659591	47715389
			
TARS1	5	33440696	33468091
			
	17	10792059	10794985
			
	17	10794906	10838094
			
TMEM238L	17	10794913	10804099
			
	17	10821901	10822243
			
PIRT	17	10822470	10838087
			
	17	10844674	10880895
			
	2	207235299	207237875
			
GAPDHP25	2	38285410	38286410
			
RNU6-1065P	17	10857899	10858004
			
RPL15P21	17	10860535	10861462
			
	2	215939308	215941719
			
RN7SL601P	17	11157455	11157747
			
	2	117995397	118055033
			
	17	11197883	11242062
			
SHISA6	17	11241213	11564063
			
TIGD2	4	89111533	89114901
			
RASGEF1B	4	81426393	82044244
			
PTPN20	10	46911396	47002488
			
	17	11288205	11290811
			
DNAH9	17	11598470	11969748
			
ZNF280D	15	56630176	56734086
			
BIN1	2	127048027	127107288
			
FNBP4	11	47716494	47767443
			
TCTA	3	49412206	49416475
			
	3	49416777	49429314
			
AMT	3	49416778	49422685
			
Y_RNA	11	47726894	47726992
			
SMN1	5	70925030	70953942
			
	11	47796169	47796379
			
RNA5SP340	11	47804296	47804402
			
Y_RNA	11	47820200	47820289
			
YPEL5P2	11	47841324	47841682
			
P4HA3-AS1	11	74311362	74324705
			
PGM2L1	11	74330316	74398433
			
WDR17	4	176065841	176182818
			
BPNT1	1	220057482	220090462
			
HNRNPA1P40	11	74354443	74355720
			
	11	74397549	74485742
			
	11	74398825	74416379
			
MIR548AL	11	74399237	74399333
			
	11	74455348	74456825
			
CYCSP27	11	74482250	74482542
			
	11	74485580	74486051
			
LIPT2	11	74490519	74493724
			
	11	74493366	74498533
			
KCNE3	11	74454841	74467729
			
MYB-AS1	6	135195083	135195995
			
MIR548A2	6	135239160	135239256
			
	6	135259996	135260933
			
	6	135301568	135307158
			
	6	135323399	135327965
			
Y_RNA	6	135474504	135474609
			
GSK3A	19	42226225	42242625
			
CTSF	11	66563464	66568879
			
AHI1	6	135283407	135498434
			
IPO9-AS1	1	201688259	201829559
			
LPGAT1	1	211743457	211830763
			
OR4F6	15	101803509	101806887
			
OR4F15	15	101812202	101820197
			
PRELID3BP5	5	42908208	42908667
			
BCL2L10	15	52109263	52112775
			
PRELID3BP6	5	42917414	42917984
			
PRELID3BP7	5	42972624	42973092
			
	5	42983636	42993276
			
	7	102264706	102264979
			
	5	42995134	42997480
			
	5	43006733	43007543
			
	5	43013060	43067452
			
SH2B2	7	102285091	102321711
			
NEDD4	15	55826922	55993660
			
PROX1	1	213983181	214041510
			
	5	43018429	43024678
			
G3BP2	4	75641849	75724589
			
MIR4285	7	102293103	102293187
			
	5	43033716	43034635
			
	7	102327256	102329530
			
	5	43041575	43054603
			
Y_RNA	7	102336869	102336970
			
PMS2P12	7	102337316	102339115
			
SPDYE6	7	102345746	102356444
			
	1	234646289	234683176
			
	5	43061395	43062441
			
	5	43143362	43143514
			
	5	43206709	43207811
			
	5	43225506	43225813
			
TUBAP14	5	43231812	43233173
			
RPL23AP18	1	212309051	212309518
			
	1	230280312	230281893
			
	1	176231200	176231830
			
	19	42234583	42255132
			
LINC01351	1	190478551	190480735
			
DNM3OS	1	172138397	172144840
			
ZNF574	19	42068477	42081552
			
PRKRIP1	7	102363872	102426676
			
POU2F2	19	42086110	42196585
			
DUTP6	1	166868748	166869209
			
CAST	5	96525267	96779595
			
	1	208255290	208255376
			
ESRRG	1	216503246	217137755
			
	7	102380465	102382737
			
RELN	7	103471381	103989658
			
	17	11874727	11881670
			
	17	11953889	11977594
			
ZNF18	17	11977439	11997475
			
RNU6-103P	16	58496908	58497014
			
SETD6	16	58515479	58523842
			
	17	11998353	12021508
			
MAP2K4	17	12020829	12143830
			
MMAB	12	109553715	109573580
			
CNOT1	16	58519951	58629885
			
RNU11-2P	17	12036496	12036637
			
MIR744	17	12081899	12081996
			
	17	12115547	12115885
			
	17	12201600	12215267
			
	17	12390738	12395177
			
LINC00670	17	12549764	12642854
			
DUSP29	10	75037472	75073642
			
ASAH2	10	50182778	50279720
			
	17	12596743	12632959
			
MYOCD-AS1	17	12671862	12706135
			
RNA5SP341	11	57450183	57450299
			
RN7SKP259	11	57451690	57452022
			
ARHGAP44-AS1	17	12760140	12790242
			
RN7SL605P	11	57528085	57528365
			
RTN4RL2	11	57460528	57477534
			
ARHGAP44	17	12789498	12991643
			
	11	57476493	57477534
			
SLC43A1	11	57484534	57515780
			
	1	246818076	246818180
			
PFKFB2	1	207034366	207081024
			
NICN1	3	49422333	49429326
			
RNU4-32P	12	109567975	109568115
			
MVK	12	109573255	109598125
			
TBATA	10	70771238	70785401
			
NUTM2E	10	79826739	79850878
			
RNA5SP130	3	49467115	49467228
			
LEF1	4	108047545	108168956
			
DAG1	3	49468703	49535618
			
TIMM10	11	57528464	57530803
			
	15	28857882	28858398
			
	15	28881667	28884655
			
	15	28970196	28977464
			
	15	29233673	29235137
			
	15	29233868	29233979
			
UBE2L6	11	57551656	57568284
			
NSMCE3	15	29264989	29269822
			
APBA2	15	28884483	29118315
			
RPS4XP13	11	57576292	57577080
			
BSN-DT	3	49549306	49554366
			
	11	57712582	57818431
			
BSN	3	49554477	49671549
			
ORC5	7	104126341	104208047
			
TMX2	11	57712593	57740973
			
	1	242376923	242377432
			
SNRPD2P2	1	231475956	231476288
			
	1	212357418	212358353
			
BSN-AS1	3	49640483	49641769
			
	1	209531236	209536351
			
NENF	1	212432920	212446379
			
APEH	3	49674014	49683971
			
RAB3GAP2	1	220148293	220272453
			
PPIAP42	11	57718044	57718530
			
SELENOH	11	57741250	57743554
			
BTBD18	11	57743514	57751781
			
OPN1SW	7	128772485	128775794
			
SORD	15	45023147	45077185
			
TFAMP1	7	1614590	1615325
			
SERPING1	11	57597387	57619171
			
	7	1620654	1621405
			
ELFN1	7	1688119	1747954
			
	7	1691906	1692450
			
	7	1692810	1694357
			
LEF1-AS1	4	108167525	108258037
			
ELFN1-AS1	7	1738630	1742291
			
	7	1838586	1849931
			
MIR4655	7	1844180	1844253
			
	19	42132555	42137099
			
MRM2	7	2234195	2242205
			
RPSAP34	4	108407843	108408578
			
ZACNP1	4	108415220	108416639
			
EXOC7P1	4	108417705	108419763
			
MIR1269B	17	12917268	12917342
			
MIR4323	19	42133445	42133513
			
	17	12973033	12973834
			
	19	42152569	42157523
			
	17	12982613	12983002
			
	17	12990149	12990610
			
DEDD2	19	42198598	42220140
			
PDLIM3	4	185500660	185535507
			
ELAC2	17	12991612	13018065
			
RN7SKP250	12	109662863	109663183
			
ZCCHC8	12	122471599	122501073
			
SNX8	7	2251770	2354318
			
	19	42215133	42232149
			
RN7SL836P	19	45651510	45651805
			
GIPR	19	45668221	45683722
			
	15	45041716	45058707
			
Y_RNA	15	45047103	45047215
			
	15	45073492	45074048
			
	1	213492288	213579267
			
	1	213983793	213986419
			
DUOX2	15	45092650	45114172
			
PTP4A1P7	1	176616273	176616786
			
	1	231363797	231528603
			
	1	162824795	162849467
			
FLVCR1-DT	1	212852105	212858126
			
LINC01740	1	212545694	212556065
			
MIR6836	7	2257515	2257577
			
IMMP1LP3	7	2287915	2288428
			
	1	210858125	211134146
			
EIF3B	7	2354086	2380745
			
	1	173174300	173175503
			
	12	122492113	122492241
			
	12	122501187	122501641
			
RSRC2	12	122503454	122527000
			
TATDN3	1	212791828	212816830
			
CD44	11	35138882	35232402
			
DUOXA2	15	45114326	45118421
			
MST1	3	49683947	49689501
			
BMPR1B	4	94757955	95158448
			
DUOX1	15	45129933	45165576
			
MIR642A	19	45674928	45675024
			
MIR642B	19	45674932	45675008
			
QPCTL	19	45692403	45703989
			
FBXO46	19	45710629	45730896
			
MTA3P1	2	157961410	157962888
			
	19	45714387	45717381
			
METTL21A	2	207580631	207625928
			
	19	7728958	7745662
			
SEMA6B	19	4542593	4581776
			
KNTC1	12	122527246	122626396
			
	3	49684480	49684983
			
KIF19BP	7	2383698	2388652
			
	7	2393847	2394131
			
RNF123	3	49689538	49721529
			
CHST12	7	2403588	2448484
			
GRIFIN	7	2474844	2476894
			
MAD1L1	7	1815793	2233243
			
FZD5	2	207762598	207769906
			
	2	200390666	200478018
			
SHANK1	19	50659255	50719802
			
LINC01090	2	187712816	188384313
			
	2	189537384	189540417
			
LINC01857	2	207662375	207667024
			
SUMO1	2	202206182	202238599
			
	16	58522970	58523842
			
SLC4A4	4	71062667	71572087
			
SNORA46	16	58548499	58548633
			
SNORA50A	16	58559796	58559929
			
SNORA50A	16	58559796	58559931
			
	16	58597589	58597945
			
SLC38A7	16	58665109	58684770
			
HMGN1P4	1	182942115	182942404
			
	1	176017277	176018760
			
	1	185292384	185294372
			
MTND5P18	1	237949736	237951536
			
	1	208266059	208270667
			
SELP	1	169588849	169630193
			
ZNF121	19	9560329	9584504
			
ZNF829	19	36888124	36916291
			
	7	1815804	2242215
			
	17	13095695	13100939
			
ZNF815P	7	5823160	5854365
			
LINC02093	17	13299184	13306771
			
HS3ST3A1	17	13494032	13601929
			
MIR548H3	17	13543529	13543646
			
COX10-AS1	17	13755574	14069495
			
KANK2	19	11164270	11197791
			
CCDC93	2	117915478	118014133
			
RN7SL556P	7	5871753	5872050
			
OCM	7	5879827	5886363
			
	17	13909231	13911212
			
	17	13932720	13940594
			
	17	13957748	13966952
			
CDRT15P1	17	14024514	14025488
			
CCZ1	7	5898725	5926550
			
COX10	17	14069490	14231736
			
	16	58705799	58706297
			
GOT2	16	58707131	58734342
			
SLC4A1APP2	1	187706561	187708898
			
	1	234660271	234667104
			
RSL24D1P4	1	242772620	242773103
			
PTPRC	1	198638457	198757476
			
	12	122563735	122563762
			
	15	36341739	36344166
			
	12	122634130	122634673
			
	15	36438972	36471016
			
ZNF772	19	57466663	57477570
			
	12	122687125	122715979
			
HCAR2	12	122701293	122703357
			
COX6CP4	15	36571985	36572212
			
HCAR3	12	122714756	122716811
			
	15	36613474	36614198
			
LARP4P	15	36617089	36619265
			
HCAR1	12	122726076	122730844
			
TPST2P1	15	36626674	36627775
			
	15	36641186	36669097
			
CSNK1A1P1	15	36798596	36818459
			
	12	122749481	122749586
			
Y_RNA	12	122768099	122768200
			
CCDC62	12	122774526	122827528
			
U3	15	36852640	36852859
			
	15	36876379	36887035
			
SNORA74	17	14177131	14177310
			
CDRT15	17	14235673	14236862
			
MIR8063	15	36972821	36972901
			
FBXL18	7	5431335	5513809
			
CDIN1	15	36579626	36810248
			
PSG1	19	42866464	42879822
			
	17	14295512	14297600
			
HS3ST3B1	17	14301081	14349404
			
	2	207217532	207219145
			
	2	207753872	207754435
			
RNU6-1155P	16	58744251	58744357
			
LINC01830	2	22377594	22482004
			
RN7SL143P	16	58770524	58770820
			
WBP11P2	2	127247258	127250082
			
GEMIN8P2	16	58776540	58777563
			
	17	14303854	14305505
			
RPL12P17	2	208057248	208057745
			
RPL12P36	16	58825891	58826368
			
	17	14327335	14329474
			
ST13P2	2	187825341	187826449
			
	17	14374139	14421472
			
NECAB2	16	83968244	84002776
			
	2	207186717	207236066
			
RPS18P12	17	14705076	14705534
			
	17	14725729	14729686
			
RPL19P5	2	218354075	218354572
			
	17	14767583	14780686
			
	2	28448167	28450184
			
LINC02096	17	14834557	14957216
			
	7	30742431	30742818
			
RBL2	16	53433977	53491648
			
INMT-MINDY4	7	30752137	30892081
			
GAD1	2	170813213	170861151
			
RPL23AP76	17	14947741	14948198
			
	17	15014805	15052276
			
CDRT7	17	15030975	15031957
			
	17	15062087	15104517
			
AMIGO3	3	49716829	49719684
			
CDRT8	17	15105237	15106187
			
MINDY4	7	30771417	30892387
			
PRPSAP1	17	76309478	76384521
			
GMPPB	3	49716844	49723973
			
HIP1R	12	122834453	122862961
			
ZNF865	19	55605647	55617269
			
TSPAN16	19	11296139	11326996
			
	7	30796691	30803410
			
	7	30852273	30923812
			
AQP1	7	30911853	30925517
			
RPGRIP1L	16	53598153	53703938
			
PRSS57	19	685546	695498
			
GHRHR	7	30938669	30993254
			
SPACA6	19	51689128	51712387
			
Y_RNA	17	76319376	76319473
			
RNU6-24P	17	76337316	76337422
			
	17	76345761	76346081
			
MIR630	15	72587217	72587313
			
	15	72589691	72591845
			
SPHK1	17	76376584	76387860
			
	15	72604399	72605008
			
	15	72605183	72612326
			
LINC02259	15	72608481	72636962
			
	15	72615810	72618250
			
AKIRIN2	6	87674860	87702233
			
	15	72638821	72640125
			
GOLGA6B	15	72654738	72666394
			
NIBAN3	19	17523301	17553839
			
	6	87720915	87721018
			
COX6CP14	3	49758483	49758656
			
Y_RNA	6	87826173	87826285
			
RN7SL183P	6	87845650	87845947
			
PRRT3	3	9945542	9952408
			
	6	87891424	87891869
			
	6	88047056	88047729
			
SPACA1	6	88047841	88066838
			
PRRT3-AS1	3	9947404	9954787
			
	3	9958717	9962539
			
	6	88172261	88175762
			
	6	88177804	88442928
			
EMC3	3	9962537	10011116
			
	6	88265158	88265511
			
RAB28	4	13361354	13484365
			
ACTBP8	6	88275882	88276989
			
	6	88378280	88385447
			
SNORA73	6	88714242	88714430
			
ORC3	6	87590067	87667453
			
VPS37B	12	122865330	122896127
			
RN7SL853P	15	72664577	72664799
			
HIGD2B	15	72675798	72686182
			
	15	72682266	72682904
			
BBS4	15	72686179	72738475
			
	1	221555550	221563653
			
BPNT2P1	1	210462345	210463012
			
	12	122865335	122867021
			
	12	122870059	122888720
			
CIDEC	3	9866711	9880255
			
CAMK1G	1	209583714	209613939
			
ABCB9	12	122920951	122981649
			
NIFKP9	2	127170011	127170231
			
UBE2O	17	76389456	76453152
			
GULP1	2	188291669	188595931
			
ADCYAP1R1	7	31052308	31111479
			
RPL38P1	3	148695994	148696204
			
HMGB1P30	3	148824782	148825387
			
KIF9-AS1	3	47164186	47246601
			
RPL7P49	17	76430417	76431124
			
SNORD13P3	3	47250523	47250626
			
KLHL18	3	47282917	47346816
			
CYGB	17	76527356	76551175
			
ZNF672	1	248838210	248849517
			
ASIC5	4	155829729	155866277
			
PRCD	17	76527586	76553578
			
TDO2	4	155854738	155920406
			
	3	47346950	47349073
			
PSMD10P2	3	186760693	186762050
			
RNU6-1105P	3	186771841	186771947
			
GPS2P2	3	186772589	186773476
			
EIF4A2	3	186783205	186789897
			
SCN2B	11	118162806	118176639
			
UAP1	1	162561506	162599842
			
	17	76545668	76557683
			
OR8G3P	11	124211707	124215828
			
TTC36	11	118527472	118531197
			
	17	76549951	76550826
			
FTH1P21	4	156006478	156006988
			
	17	76551352	76551750
			
SNHG16	17	76557764	76565348
			
CTSO	4	155921580	155953912
			
KIAA0319	6	24544104	24646191
			
HTATIP2	11	20363685	20383782
			
	1	190480379	190494297
			
UHMK1	1	162497251	162529631
			
SNORD1C	17	76558791	76558868
			
SNORD1B	17	76561109	76561192
			
SNORD1A	17	76561634	76561705
			
	17	76563710	76570544
			
	7	31119284	31119572
			
KPNA7	7	99173572	99250075
			
ST6GALNAC2	17	76565377	76586956
			
ZNF17	19	57411161	57421934
			
ADPGK-AS1	15	72782835	72798199
			
RNU6-35P	4	109992325	109992431
			
ELOVL6	4	110045846	110199199
			
	15	72858354	72887128
			
NPM1P42	15	72899399	72900260
			
TUBB3	16	89921392	89938761
			
LINC02771	1	212466699	212472905
			
MBD3L2B	19	7018969	7021432
			
	1	234709383	234720220
			
ADPGK	15	72751294	72785846
			
POLD2	7	44114680	44124358
			
RPL37A-DT	2	216479030	216498761
			
LINC01735	1	208606564	208614295
			
	1	176305672	176306095
			
KLK14	19	51077495	51084245
			
	1	242882066	242883475
			
RALGPS2-AS1	1	178724306	178726285
			
RPS29P9	2	207654781	207654951
			
C1orf74	1	209779208	209784559
			
LTBP3	11	65538559	65558930
			
PTP4A1P1	2	158065545	158066059
			
	2	98331389	98356005
			
LAMB3	1	209614870	209652425
